text,gold_label,pred_intent,correct,gold_order_status,pred_order_status,order_status_correct,gold_cancel_scope,pred_cancel_scope,cancel_scope_correct,confidence,latency_ms,error,bond_code,direction,price,amount,settle_date,source,raw_output,retries,prompt_tokens,completion_tokens,total_tokens
订单状态,bond_query,bond_query,1,all,all,1,,,,0.95,2425,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2982,60,3042
我的订单到哪一步了,bond_query,bond_query,1,all,all,1,,,,0.95,3602,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2987,60,3047
成了吗,bond_query,bond_query,1,all,all,1,,,,0.95,2619,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2973,60,3033
撤了吗,bond_query,bond_query,1,all,all,1,,,,0.95,5388,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2981,60,3041
成交情况,bond_query,bond_query,1,pending,all,0,,,,0.95,8726,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2993,60,3053
我之前的买入操作是否成功了,bond_query,bond_query,1,completed,completed,1,,,,0.95,3266,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""completed"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3052,60,3112
我之前的卖出操作是否成功了,bond_query,bond_query,1,completed,completed,1,,,,0.95,3191,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""completed"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3000,60,3060
我的单子还没成交吗,bond_query,bond_query,1,all,pending,0,,,,0.95,3625,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""pending"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2987,60,3047
为什么还没成交,bond_query,chat,0,all,,0,,,,0.95,4374,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2997,58,3055
我的单子挂上了吗,bond_query,bond_query,1,all,pending,0,,,,0.95,5518,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""pending"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2986,60,3046
（债券代码）挂上了吗,bond_query,bond_query,1,all,pending,0,,,,0.95,3614,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""pending"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3028,60,3088
我撤单成功了吗,bond_query,bond_query,1,all,completed,0,,,,0.95,3995,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""completed"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2988,60,3048
查询已成交订单,bond_query,bond_query,1,completed,completed,1,,,,0.95,7069,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""completed"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2997,60,3057
查询已撤单订单,bond_query,bond_query,1,all,all,1,,,,0.95,3043,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2984,60,3044
查询进行中订单,bond_query,bond_query,1,pending,pending,1,,,,0.95,2886,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""pending"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2983,60,3043
帮我看看还有没有没成交的订单,bond_query,bond_query,1,pending,pending,1,,,,0.95,4990,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""pending"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3001,60,3061
在挂订单有哪些,bond_query,bond_query,1,pending,pending,1,,,,0.95,8030,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond!_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""pending"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2986,62,3048
成了的订单有哪些,bond_query,bond_query,1,completed,completed,1,,,,0.95,4616,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""completed"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2983,60,3043
bid在挂有哪些单？,bond_query,bond_query,1,pending,pending,1,,,,0.95,3542,,,bid,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": ""bid"", ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""pending"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3039,61,3100
ofr在挂有哪些单？,bond_query,bond_query,1,pending,pending,1,,,,0.95,3303,,,ofr,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": ""ofr"", ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""pending"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3010,62,3072
请汇总今天已完成的订单,bond_query,bond_query,1,completed,completed,1,,,,0.95,3400,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""completed"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3023,60,3083
交易汇总,bond_query,bond_query,1,all,all,1,,,,0.95,7424,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3034,60,3094
汇总交易,bond_query,bond_query,1,all,all,1,,,,0.95,5207,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3034,60,3094
交易情况,bond_query,bond_query,1,all,all,1,,,,0.95,6388,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond!!!code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2996,63,3059
交易状态,bond_query,bond_query,1,all,all,1,,,,0.95,4227,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2991,60,3051
买入/卖出操作是否执行,bond_query,bond_query,1,all,all,1,,,,0.95,4659,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2984,60,3044
今天成交了多少,bond_query,bond_query,1,completed,completed,1,,,,0.95,4343,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""completed"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3033,60,3093
成了多少单,bond_query,bond_query,1,completed,completed,1,,,,0.95,10037,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""completed"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2983,60,3043
交易怎么样,bond_query,bond_query,1,all,all,1,,,,0.95,3215,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3007,60,3067
之前的操作/订单/交易都好了吗,bond_query,bond_query,1,all,all,1,,,,0.95,9627,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2995,60,3055
交易顺利吗,bond_query,bond_query,1,all,all,1,,,,0.95,3789,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2998,60,3058
成交记录,bond_query,bond_query,1,completed,all,0,,,,0.95,3888,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3034,60,3094
交易记录,bond_query,bond_query,1,all,all,1,,,,0.95,2638,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3033,60,3093
交易/订单明细,bond_query,bond_query,1,all,all,1,,,,0.95,5842,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3020,60,3080
查询交易/交易查询,bond_query,bond_query,1,all,all,1,,,,0.95,4816,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3011,60,3071
修改发XX请求,transfer_human,transfer_human,1,,,,,,,0.95,3891,,,,,,,excel,"{""intent"": ""transfer_human"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2986,59,3045
改为发XX请求,transfer_human,transfer_human,1,,,,,,,0.95,3568,,,,,,,excel,"{""intent"": ""transfer_human"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2987,59,3046
更改发XX请求,transfer_human,transfer_human,1,,,,,,,0.95,4063,,,,,,,excel,"{""intent"": ""transfer_human"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2987,59,3046
发我请求（需识别客户身份）,transfer_human,transfer_human,1,,,,,,,0.95,5749,,,,,,,excel,"{""intent"": ""transfer_human"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2988,59,3047
发XX请求,transfer_human,transfer_human,1,,,,,,,0.95,4707,,,,,,,excel,"{""intent"": ""transfer_human"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2986,59,3045
请求对象需要改一下,transfer_human,transfer_human,1,,,,,,,0.95,3659,,,,,,,excel,"{""intent"": ""transfer_human"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2986,59,3045
改一下请求对象,transfer_human,transfer_human,1,,,,,,,0.95,4143,,,,,,,excel,"{""intent"": ""transfer_human"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2982,59,3041
更改请求对象,transfer_human,transfer_human,1,,,,,,,0.95,2824,,,,,,,excel,"{""intent"": ""transfer_human"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2981,59,3040
修改请求对象,transfer_human,transfer_human,1,,,,,,,0.95,4641,,,,,,,excel,"{""intent"": ""transfer_human"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2983,59,3042
更换请求对象,transfer_human,transfer_human,1,,,,,,,0.95,12120,,,,,,,excel,"{""intent"": ""transfer_human"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2981,59,3040
请求对象有问题,transfer_human,transfer_human,1,,,,,,,0.95,4115,,,,,,,excel,"{""intent"": ""transfer_human"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2983,59,3042
能改请求对象吗,transfer_human,transfer_human,1,,,,,,,0.95,7433,,,,,,,excel,"{""intent"": ""transfer_human"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2986,59,3045
人工,transfer_human,transfer_human,1,,,,,,,0.95,4871,,,,,,,excel,"{""intent"": ""transfer_human"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2973,59,3032
客服,transfer_human,transfer_human,1,,,,,,,0.95,7998,,,,,,,excel,"{""intent"": ""transfer_human"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2972,59,3031
转人工,transfer_human,transfer_human,1,,,,,,,0.95,2144,,,,,,,excel,"{""intent"": ""transfer_human"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2979,59,3038
人工客服,transfer_human,transfer_human,1,,,,,,,0.95,5663,,,,,,,excel,"{""intent"": ""transfer_human"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3031,59,3090
Bid 200012.IB 8000万 2.88 今+1,bond_inquiry,bond_inquiry,1,,,,,,,0.95,5121,,200012.IB,bid,2.88,8000万,今+1,generated,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""200012.IB"", ""direction"": ""bid"", ""price"": ""2.88"", ""amount"": ""8000万"", ""settle_date"": ""今+1"", ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3123,81,3204
ofr 240205 6000万 2.31 T+0,bond_inquiry,bond_inquiry,1,,,,,,,0.95,11796,,240205,ofr,2.31,6000万,T+0,generated,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""240205"", ""direction"": ""ofr"", ""price"": ""2.31"", ""amount"": ""6000万"", ""settle_date"": ""T+0"", ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3078,80,3158
卖 230026.IB 5亿 2.55 后天交割,bond_inquiry,bond_inquiry,1,,,,,,,0.95,7420,,230026.IB,ofr,2.55,5亿,后天交割,generated,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""230026.IB"", ""direction"": ""ofr"", ""price"": ""2.55"", ""amount"": ""5亿"", ""settle_date"": ""后天交割"", ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3082,80,3162
2.65 bid 190015 2000万,bond_inquiry,bond_inquiry,1,,,,,,,0.95,10355,,190015,bid,2.65,2000万,,generated,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""190015"", ""direction"": ""bid"", ""price"": ""2.65"", ""amount"": ""2000万"", ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3095,76,3171
bid 200012.IB 8000万,bond_inquiry,bond_inquiry,1,,,,,,,0.95,4945,,200012.IB,bid,,8000万,,generated,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""200012.IB"", ""direction"": ""bid"", ""price"": null, ""amount"": ""8000万"", ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3089,74,3163
240205 ofr 2.31,bond_inquiry,bond_inquiry,1,,,,,,,0.95,10230,,240205,ofr,2.31,,,generated,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""240205"", ""direction"": ""ofr"", ""price"": ""2.31"", ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3063,72,3135
买点 230026 3亿,bond_inquiry,bond_inquiry,1,,,,,,,0.95,4882,,230026,bid,,3亿,,generated,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""230026"", ""direction"": ""bid"", ""price"": null, ""amount"": ""3亿"", ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3078,69,3147
把我的单都撤了,bond_inquiry,bond_inquiry,1,,,,all,all,1,0.95,2521,,,,,,,generated,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": ""all""}, ""confidence"": 0.95}",0,2990,61,3051
撤销全部挂单,bond_inquiry,bond_inquiry,1,,,,all,all,1,0.95,4431,,,,,,,generated,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": ""all""}, ""confidence"": 0.95}",0,2985,61,3046
ref 200012.IB,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.95,7300,,200012.IB,,,,,generated,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""200012.IB"", ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": ""specified""}, ""confidence"": 0.95}",0,3084,69,3153
ref ofr 6000万,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.95,3777,,,ofr,,6000万,,generated,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": null, ""direction"": ""ofr"", ""price"": null, ""amount"": ""6000万"", ""settle_date"": null, ""order_status"": null, ""cancel_scope"": ""specified""}, ""confidence"": 0.95}",0,3072,68,3140
我的单都什么情况,bond_query,bond_query,1,all,all,1,,,,0.95,2919,,,,,,,generated,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2991,60,3051
今天交易做得如何,bond_query,bond_query,1,all,all,1,,,,0.95,3315,,,,,,,generated,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3017,60,3077
我的操作都还顺吗,bond_query,bond_query,1,all,all,1,,,,0.95,5582,,,,,,,generated,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2993,60,3053
有哪些还挂着没成,bond_query,bond_query,1,pending,pending,1,,,,0.95,3563,,,,,,,generated,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""pending"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2980,60,3040
没成交的还剩几个,bond_query,bond_query,1,pending,pending,1,,,,0.95,1993,,,,,,,generated,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""pending"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3004,60,3064
在挂的有几单,bond_query,bond_query,1,pending,pending! ,0,,,,0.95,5880,,,,,,,generated,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""pending! "", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2985,61,3046
成了的有哪几笔,bond_query,bond_query,1,completed,completed,1,,,,0.95,7141,,,,,,,generated,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""completed"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2985,60,3045
今天撮合成功多少,bond_query,bond_query,1,completed,completed,1,,,,0.95,2455,,,,,,,generated,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""completed"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3039,60,3099
已经成交的单,bond_query,bond_query,1,completed,completed,1,,,,0.95,4785,,,,,,,generated,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""completed"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2999,60,3059
帮我选两只5年期地方债,bond_selection,bond_selection,1,,,,,,,0.95,5243,,,,,,,generated,"{""intent"": ""bond_selection"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2994,59,3053
推荐几只流动性好的国开债,bond_selection,bond_selection,1,,,,,,,0.95,3389,,,,,,,generated,"{""intent"": ""bond_selection"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3067,59,3126
筛一下收益率3以上的信用债,bond_selection,bond_selection,1,,,,,,,0.95,3703,,,,,,,generated,"{""intent"": ""bond_selection"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3048,59,3107
接通人工,transfer_human,transfer_human,1,,,,,,,0.95,2331,,,,,,,generated,"{""intent"": ""transfer_human"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2982,59,3041
我想找客服,transfer_human,transfer_human,1,,,,,,,0.95,3858,,,,,,,generated,"{""intent"": ""transfer_human"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2980,59,3039
把请求改一下接收方,transfer_human,transfer_human,1,,,,,,,0.95,2707,,,,,,,generated,"{""intent"": ""transfer_human"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2987,59,3046
发到人工处理吧,transfer_human,transfer_human,1,,,,,,,0.95,3519,,,,,,,generated,"{""intent"": ""transfer_human"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2991,59,3050
早上好,chat,chat,1,,,,,,,0.95,4017,,,,,,,generated,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2970,58,3028
忙吗,chat,chat,1,,,,,,,0.95,2977,,,,,,,generated,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2973,58,3031
ofr 是什么,chat,chat,1,,,,,,,0.95,3454,,,ofr,,,,generated,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": ""ofr"", ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3080,60,3140
T+0 啥意思,chat,chat,1,,,,,,,0.95,3702,,,,,,T+0,generated,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": ""T+0"", ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3037,61,3098
200012 最近怎么走,chat,chat,1,,,,,,,0.95,2932,,200012,,,,,generated,"{""intent"": ""chat"", ""slots"": {""bond_code"": ""200012"", ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3054,64,3118
今天债市行情,chat,chat,1,,,,,,,0.95,4071,,,,,,,generated,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3069,58,3127
你们加多少点,chat,chat,1,,,,,,,0.95,3234,,,,,,,generated,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3058,58,3116
有什么券能报价,chat,chat,1,,,,,,,0.95,4026,,,,,,,generated,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2992,58,3050
