text,gold_label,pred_intent,correct,gold_order_status,pred_order_status,order_status_correct,gold_cancel_scope,pred_cancel_scope,cancel_scope_correct,confidence,latency_ms,error,bond_code,direction,price,amount,settle_date,source,raw_output,retries,prompt_tokens,completion_tokens,total_tokens
为什么还没成交,bond_query,chat,0,all,,0,,,,0.9,2075,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.90}",0,2928,124,3052
我的单子挂上了吗,bond_query,bond_query,1,all,pending,0,,,,0.95,1498,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.95}",0,2931,62,2993
（债券代码）挂上了吗,bond_query,bond_query,1,all,pending,0,,,,0.96,5844,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.96}",0,2932,374,3306
我撤单成功了吗,bond_query,bond_query,1,all,all,1,,,,0.92,5154,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.92}",0,2930,212,3142
查询已成交订单,bond_query,bond_query,1,completed,completed,1,,,,0.96,2380,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.96}",0,2929,92,3021
查询已撤单订单,bond_query,bond_query,1,all,all,1,,,,0.93,2025,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.93}",0,2930,152,3082
查询进行中订单,bond_query,bond_query,1,pending,pending,1,,,,0.97,1802,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.97}",0,2929,90,3019
帮我看看还有没有没成交的订单,bond_query,bond_query,1,pending,pending,1,,,,0.97,1576,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.97}",0,2933,99,3032
在挂订单有哪些,bond_query,bond_query,1,pending,pending,1,,,,0.95,1887,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.95}",0,2929,72,3001
成了的订单有哪些,bond_query,bond_query,1,completed,completed,1,,,,0.95,2172,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.95}",0,2929,99,3028
bid在挂有哪些单？,bond_query,bond_query,1,pending,pending,1,,,,0.92,10535,,,bid,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":""bid"",""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.92}",0,2931,919,3850
ofr在挂有哪些单？,bond_query,bond_query,1,pending,pending,1,,,,0.93,2756,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.93}",0,2932,114,3046
请汇总今天已完成的订单,bond_query,bond_query,1,completed,completed,1,,,,0.98,3943,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.98}",0,2931,106,3037
交易汇总,bond_query,bond_query,1,all,all,1,,,,0.92,1630,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.92}",0,2927,91,3018
汇总交易,bond_query,bond_query,1,all,all,1,,,,0.92,3846,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.92}",0,2927,262,3189
交易情况,bond_query,bond_query,1,all,all,1,,,,0.92,4856,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.92}",0,2927,305,3232
交易状态,bond_query,bond_query,1,all,all,1,,,,0.85,3411,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.85}",0,2927,224,3151
买入/卖出操作是否执行,bond_query,bond_query,1,all,all,1,,,,0.88,2386,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.88}",0,2931,150,3081
今天成交了多少,bond_query,bond_query,1,completed,completed,1,,,,0.95,2454,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.95}",0,2928,126,3054
成了多少单,bond_query,bond_query,1,completed,completed,1,,,,0.95,2352,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.95}",0,2928,94,3022
交易怎么样,bond_query,bond_query,1,all,all,1,,,,0.88,4061,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.88}",0,2927,228,3155
之前的操作/订单/交易都好了吗,bond_query,bond_query,1,all,all,1,,,,0.93,3950,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.93}",0,2934,154,3088
交易顺利吗,bond_query,bond_query,1,all,all,1,,,,0.88,4698,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.88}",0,2928,183,3111
成交记录,bond_query,bond_query,1,completed,completed,1,,,,0.96,1694,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.96}",0,2927,91,3018
交易记录,bond_query,bond_query,1,all,completed,0,,,,0.94,1979,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.94}",0,2927,104,3031
交易/订单明细,bond_query,bond_query,1,all,all,1,,,,0.93,3587,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.93}",0,2929,215,3144
查询交易/交易查询,bond_query,bond_query,1,all,all,1,,,,0.95,1939,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.95}",0,2930,104,3034
修改发XX请求,transfer_human,transfer_human,1,,,,,,,0.96,1772,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.96}",0,2929,84,3013
改为发XX请求,transfer_human,transfer_human,1,,,,,,,0.98,1730,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2929,98,3027
更改发XX请求,transfer_human,transfer_human,1,,,,,,,0.95,1962,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2929,82,3011
发我请求（需识别客户身份）,transfer_human,transfer_human,1,,,,,,,0.95,4660,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2934,132,3066
发XX请求,transfer_human,transfer_human,1,,,,,,,0.88,8482,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.88}",0,2928,535,3463
请求对象需要改一下,transfer_human,transfer_human,1,,,,,,,0.98,5653,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2930,194,3124
改一下请求对象,transfer_human,transfer_human,1,,,,,,,0.96,2332,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.96}",0,2929,105,3034
更改请求对象,transfer_human,transfer_human,1,,,,,,,0.97,2273,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.97}",0,2928,177,3105
修改请求对象,transfer_human,transfer_human,1,,,,,,,0.97,2125,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.97}",0,2928,141,3069
更换请求对象,transfer_human,transfer_human,1,,,,,,,0.99,2632,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.99}",0,2928,181,3109
请求对象有问题,transfer_human,transfer_human,1,,,,,,,0.95,2522,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2928,120,3048
能改请求对象吗,transfer_human,transfer_human,1,,,,,,,0.96,1364,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.96}",0,2930,81,3011
人工,transfer_human,transfer_human,1,,,,,,,0.98,2127,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2926,89,3015
客服,transfer_human,transfer_human,1,,,,,,,0.97,2368,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.97}",0,2926,117,3043
转人工,transfer_human,transfer_human,1,,,,,,,0.98,1311,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2927,84,3011
人工客服,transfer_human,transfer_human,1,,,,,,,0.99,1894,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.99}",0,2927,86,3013
Bid 200012.IB 8000万 2.88 今+1,bond_inquiry,bond_inquiry,1,,,,,,,0.98,2801,,200012.IB,bid,2.88,8000万,今+1,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""200012.IB"",""direction"":""bid"",""amount"":""8000万"",""price"":""2.88"",""settle_date"":""今+1"",""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2943,147,3090
ofr 240205 6000万 2.31 T+0,bond_inquiry,bond_inquiry,1,,,,,,,0.98,2299,,240205,ofr,2.31,6000万,T+0,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""240205"",""direction"":""ofr"",""price"":""2.31"",""amount"":""6000万"",""settle_date"":""T+0"",""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2941,122,3063
卖 230026.IB 5亿 2.55 后天交割,bond_inquiry,bond_inquiry,1,,,,,,,0.98,2886,,230026.IB,ofr,2.55,5亿,后天交割,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""230026.IB"",""direction"":""ofr"",""price"":""2.55"",""amount"":""5亿"",""settle_date"":""后天交割"",""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2941,149,3090
2.65 bid 190015 2000万,bond_inquiry,bond_inquiry,1,,,,,,,0.98,3281,,190015,bid,2.65,2000万,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""190015"",""direction"":""bid"",""price"":""2.65"",""amount"":""2000万"",""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2936,234,3170
bid 200012.IB 8000万,bond_inquiry,bond_inquiry,1,,,,,,,0.95,2053,,200012.IB,bid,,8000万,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""200012.IB"",""direction"":""bid"",""price"":null,""amount"":""8000万"",""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2935,150,3085
240205 ofr 2.31,bond_inquiry,bond_inquiry,1,,,,,,,0.98,1666,,240205,ofr,2.31,,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""240205"",""direction"":""ofr"",""price"":""2.31"",""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2933,135,3068
买点 230026 3亿,bond_inquiry,bond_inquiry,1,,,,,,,0.95,1752,,230026,bid,,3亿,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""230026"",""direction"":""bid"",""amount"":""3亿"",""price"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2933,110,3043
把我的单都撤了,bond_inquiry,bond_inquiry,1,,,,all,all,1,0.97,1819,,,,,,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""all""},""confidence"":0.97}",0,2930,118,3048
撤销全部挂单,bond_inquiry,bond_inquiry,1,,,,all,all,1,0.97,3672,,,,,,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""all""},""confidence"":0.97}",0,2929,234,3163
ref 200012.IB,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.99,1530,,200012.IB,,,,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""200012.IB"",""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""specified""},""confidence"":0.99}",0,2931,58,2989
ref ofr 6000万,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.94,1724,,,ofr,,6000万,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":""ofr"",""amount"":""6000万"",""price"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""specified""},""confidence"":0.94}",0,2932,77,3009
我的单都什么情况,bond_query,bond_query,1,all,all,1,,,,0.92,1726,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.92}",0,2930,107,3037
今天交易做得如何,bond_query,bond_query,1,all,all,1,,,,0.88,6954,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.88}",0,2929,447,3376
我的操作都还顺吗,bond_query,bond_query,1,all,all,1,,,,0.94,3692,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.94}",0,2931,250,3181
有哪些还挂着没成,bond_query,bond_query,1,pending,pending,1,,,,0.96,1694,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.96}",0,2930,106,3036
没成交的还剩几个,bond_query,bond_query,1,pending,pending,1,,,,0.96,2512,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.96}",0,2930,114,3044
在挂的有几单,bond_query,bond_query,1,pending,pending,1,,,,0.96,2443,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.96}",0,2930,106,3036
成了的有哪几笔,bond_query,bond_query,1,completed,completed,1,,,,0.95,3293,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.95}",0,2930,212,3142
今天撮合成功多少,bond_query,bond_query,1,completed,completed,1,,,,0.92,1733,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.92}",0,2930,94,3024
已经成交的单,bond_query,bond_query,1,completed,completed,1,,,,0.95,2452,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.95}",0,2928,106,3034
帮我选两只5年期地方债,bond_selection,bond_selection,1,,,,,,,0.95,2202,,,,,,,generated,"{""intent"":""bond_selection"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2932,108,3040
推荐几只流动性好的国开债,bond_selection,bond_selection,1,,,,,,,0.92,2319,,,,,,,generated,"{""intent"":""bond_selection"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.92}",0,2932,108,3040
筛一下收益率3以上的信用债,bond_selection,bond_selection,1,,,,,,,0.94,2094,,,,,,,generated,"{""intent"":""bond_selection"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.94}",0,2932,108,3040
接通人工,transfer_human,transfer_human,1,,,,,,,0.98,1642,,,,,,,generated,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2927,76,3003
我想找客服,transfer_human,transfer_human,1,,,,,,,0.98,2507,,,,,,,generated,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2928,94,3022
把请求改一下接收方,transfer_human,transfer_human,1,,,,,,,0.97,4039,,,,,,,generated,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.97}",0,2931,185,3116
发到人工处理吧,transfer_human,transfer_human,1,,,,,,,0.94,2251,,,,,,,generated,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.94}",0,2930,101,3031
早上好,chat,chat,1,,,,,,,1.0,1932,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":1.0}",0,2927,114,3041
忙吗,chat,chat,1,,,,,,,0.85,1714,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.85}",0,2927,96,3023
ofr 是什么,chat,chat,1,,,,,,,0.97,3710,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.97}",0,2929,270,3199
T+0 啥意思,chat,chat,1,,,,,,,0.95,2311,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2930,81,3011
200012 最近怎么走,chat,chat,1,,,,,,,0.93,4818,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.93}",0,2931,372,3303
今天债市行情,chat,chat,1,,,,,,,0.95,1439,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2929,82,3011
你们加多少点,chat,chat,1,,,,,,,0.95,2844,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2929,119,3048
有什么券能报价,chat,chat,1,,,,,,,0.94,6178,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.94}",0,2929,441,3370
报价单整理好了没,chat,chat,1,,,,,,,0.85,3222,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.85}",0,2930,226,3156
这报价不行啊,chat,chat,1,,,,,,,0.95,1792,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2929,126,3055
给个建议,chat,chat,1,,,,,,,0.85,2763,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.85}",0,2928,131,3059
哪个好,chat,chat,1,,,,,,,0.91,2875,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.91}",0,2927,127,3054
ofr,chat,chat,1,,,,,,,0.95,1978,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2927,110,3037
