text,gold_label,pred_intent,correct,gold_order_status,pred_order_status,order_status_correct,gold_cancel_scope,pred_cancel_scope,cancel_scope_correct,confidence,latency_ms,error,bond_code,direction,price,amount,settle_date,source,raw_output,retries,prompt_tokens,completion_tokens,total_tokens
我的单子还没成交吗,bond_query,bond_query,1,all,pending,0,,,,0.96,2108,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.96}",0,2931,113,3044
为什么还没成交,bond_query,chat,0,all,,0,,,,0.95,7785,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2928,629,3557
我的单子挂上了吗,bond_query,bond_query,1,all,pending,0,,,,0.93,2664,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.93}",0,2931,101,3032
（债券代码）挂上了吗,bond_query,bond_query,1,all,pending,0,,,,0.92,4291,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.92}",0,2932,309,3241
我撤单成功了吗,bond_query,bond_query,1,all,all,1,,,,0.92,5731,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.92}",0,2930,241,3171
查询已成交订单,bond_query,bond_query,1,all,completed,0,,,,0.96,2498,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.96}",0,2929,81,3010
查询已撤单订单,bond_query,bond_query,1,all,all,1,,,,0.94,2342,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.94}",0,2930,167,3097
查询进行中订单,bond_query,bond_query,1,all,pending,0,,,,0.97,2149,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.97}",0,2929,106,3035
帮我看看还有没有没成交的订单,bond_query,bond_query,1,pending,pending,1,,,,0.95,3232,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.95}",0,2933,248,3181
在挂订单有哪些,bond_query,bond_query,1,pending,pending,1,,,,0.95,2089,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.95}",0,2929,102,3031
成了的订单有哪些,bond_query,bond_query,1,completed,completed,1,,,,0.97,1822,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.97}",0,2929,102,3031
bid在挂有哪些单？,bond_query,bond_query,1,pending,pending,1,,,,0.93,7135,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.93}",0,2931,422,3353
ofr在挂有哪些单？,bond_query,bond_query,1,pending,pending,1,,,,0.95,8985,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.95}",0,2932,451,3383
请汇总今天已完成的订单,bond_query,bond_query,1,completed,completed,1,,,,0.97,2628,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.97}",0,2931,86,3017
交易汇总,bond_query,bond_query,1,all,all,1,,,,0.93,4089,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.93}",0,2927,229,3156
汇总交易,bond_query,bond_query,1,all,all,1,,,,0.88,1447,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.88}",0,2927,104,3031
交易情况,bond_query,bond_query,1,all,all,1,,,,0.85,3989,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.85}",0,2927,222,3149
交易状态,bond_query,bond_query,1,all,all,1,,,,0.78,4814,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.78}",0,2927,292,3219
买入/卖出操作是否执行,bond_query,bond_query,1,all,completed,0,,,,0.93,6079,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.93}",0,2931,281,3212
今天成交了多少,bond_query,bond_query,1,completed,all,0,,,,0.91,2245,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.91}",0,2928,104,3032
成了多少单,bond_query,bond_query,1,completed,all,0,,,,0.93,2574,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.93}",0,2928,106,3034
交易怎么样,bond_query,bond_query,1,all,all,1,,,,0.88,2493,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.88}",0,2927,82,3009
之前的操作/订单/交易都好了吗,bond_query,bond_query,1,all,all,1,,,,0.88,7669,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.88}",0,2934,509,3443
交易顺利吗,bond_query,bond_query,1,all,all,1,,,,0.92,2246,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.92}",0,2928,118,3046
成交记录,bond_query,bond_query,1,completed,completed,1,,,,0.95,3128,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.95}",0,2927,181,3108
交易记录,bond_query,bond_query,1,all,all,1,,,,0.93,5633,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.93}",0,2927,397,3324
交易/订单明细,bond_query,bond_query,1,all,all,1,,,,0.93,2236,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.93}",0,2929,117,3046
查询交易/交易查询,bond_query,bond_query,1,all,all,1,,,,0.94,3462,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.94}",0,2930,194,3124
修改发XX请求,transfer_human,transfer_human,1,,,,,,,0.97,3307,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.97}",0,2929,196,3125
改为发XX请求,transfer_human,transfer_human,1,,,,,,,0.95,2402,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2929,110,3039
更改发XX请求,transfer_human,transfer_human,1,,,,,,,0.95,2338,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2929,108,3037
发我请求（需识别客户身份）,transfer_human,transfer_human,1,,,,,,,0.95,4335,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2934,176,3110
发XX请求,transfer_human,transfer_human,1,,,,,,,0.95,6368,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2928,355,3283
请求对象需要改一下,transfer_human,transfer_human,1,,,,,,,0.96,3349,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.96}",0,2930,158,3088
改一下请求对象,transfer_human,transfer_human,1,,,,,,,0.98,2380,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2929,91,3020
更改请求对象,transfer_human,transfer_human,1,,,,,,,0.96,2053,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.96}",0,2928,89,3017
修改请求对象,transfer_human,transfer_human,1,,,,,,,0.98,2538,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2928,138,3066
更换请求对象,transfer_human,transfer_human,1,,,,,,,0.98,1995,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2928,102,3030
请求对象有问题,transfer_human,transfer_human,1,,,,,,,0.98,2829,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2928,180,3108
能改请求对象吗,transfer_human,transfer_human,1,,,,,,,0.98,2108,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2930,110,3040
人工,transfer_human,transfer_human,1,,,,,,,0.99,1652,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.99}",0,2926,87,3013
客服,transfer_human,transfer_human,1,,,,,,,0.98,1933,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2926,91,3017
转人工,transfer_human,transfer_human,1,,,,,,,0.98,1727,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2927,93,3020
人工客服,transfer_human,transfer_human,1,,,,,,,0.98,2873,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2927,117,3044
Bid 200012.IB 8000万 2.88 今+1,bond_inquiry,bond_inquiry,1,,,,,,,0.98,2004,,200012.IB,bid,2.88,8000万,今+1,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""200012.IB"",""direction"":""bid"",""price"":""2.88"",""amount"":""8000万"",""settle_date"":""今+1"",""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2943,116,3059
ofr 240205 6000万 2.31 T+0,bond_inquiry,bond_inquiry,1,,,,,,,0.98,3407,,240205,ofr,2.31,6000万,T+0,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""240205"",""direction"":""ofr"",""price"":""2.31"",""amount"":""6000万"",""settle_date"":""T+0"",""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2941,158,3099
卖 230026.IB 5亿 2.55 后天交割,bond_inquiry,bond_inquiry,1,,,,,,,0.98,3071,,230026.IB,ofr,2.55,5亿,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""230026.IB"",""direction"":""ofr"",""amount"":""5亿"",""price"":""2.55"",""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2941,123,3064
2.65 bid 190015 2000万,bond_inquiry,bond_inquiry,1,,,,,,,0.98,2677,,190015,bid,2.65,2000万,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""190015"",""direction"":""bid"",""price"":""2.65"",""amount"":""2000万"",""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2936,118,3054
bid 200012.IB 8000万,bond_inquiry,bond_inquiry,1,,,,,,,0.95,3023,,200012.IB,bid,,8000万,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""200012.IB"",""direction"":""bid"",""price"":null,""amount"":""8000万"",""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2935,183,3118
240205 ofr 2.31,bond_inquiry,bond_inquiry,1,,,,,,,0.97,5794,,240205,ofr,2.31,,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""240205"",""direction"":""ofr"",""price"":""2.31"",""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.97}",0,2933,376,3309
买点 230026 3亿,bond_inquiry,bond_inquiry,1,,,,,,,0.95,1870,,230026,bid,,3亿,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""230026"",""direction"":""bid"",""amount"":""3亿"",""price"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2933,110,3043
把我的单都撤了,bond_inquiry,bond_inquiry,1,,,,all,all,1,0.98,2219,,,,,,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""all""},""confidence"":0.98}",0,2930,98,3028
撤销全部挂单,bond_inquiry,bond_inquiry,1,,,,all,all,1,0.98,2408,,,,,,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""all""},""confidence"":0.98}",0,2929,108,3037
ref 200012.IB,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.97,2949,,200012.IB,,,,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""200012.IB"",""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""specified""},""confidence"":0.97}",0,2931,120,3051
ref ofr 6000万,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.98,2606,,,ofr,,6000万,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":""ofr"",""price"":null,""amount"":""6000万"",""settle_date"":null,""order_status"":null,""cancel_scope"":""specified""},""confidence"":0.98}",0,2932,120,3052
我的单都什么情况,bond_query,bond_query,1,all,all,1,,,,0.94,4195,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.94}",0,2930,86,3016
今天交易做得如何,bond_query,bond_query,1,all,all,1,,,,0.93,2383,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.93}",0,2929,127,3056
我的操作都还顺吗,bond_query,bond_query,1,all,all,1,,,,0.92,2716,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.92}",0,2931,153,3084
有哪些还挂着没成,bond_query,bond_query,1,pending,pending,1,,,,0.96,2036,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.96}",0,2930,106,3036
没成交的还剩几个,bond_query,bond_query,1,pending,pending,1,,,,0.96,2287,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.96}",0,2930,112,3042
在挂的有几单,bond_query,bond_query,1,pending,pending,1,,,,0.95,2071,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.95}",0,2930,135,3065
成了的有哪几笔,bond_query,bond_query,1,completed,completed,1,,,,0.95,1676,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.95}",0,2930,80,3010
今天撮合成功多少,bond_query,bond_query,1,completed,completed,1,,,,0.93,2218,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.93}",0,2930,115,3045
已经成交的单,bond_query,bond_query,1,completed,completed,1,,,,0.95,2151,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.95}",0,2928,106,3034
帮我选两只5年期地方债,bond_selection,bond_selection,1,,,,,,,0.93,1553,,,,,,,generated,"{""intent"":""bond_selection"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.93}",0,2932,96,3028
推荐几只流动性好的国开债,bond_selection,bond_selection,1,,,,,,,0.93,3178,,,,,,,generated,"{""intent"":""bond_selection"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.93}",0,2932,167,3099
筛一下收益率3以上的信用债,bond_selection,bond_selection,1,,,,,,,0.95,2010,,,,,,,generated,"{""intent"":""bond_selection"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2932,108,3040
接通人工,transfer_human,transfer_human,1,,,,,,,0.95,1742,,,,,,,generated,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2927,96,3023
我想找客服,transfer_human,transfer_human,1,,,,,,,0.98,2351,,,,,,,generated,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2928,102,3030
把请求改一下接收方,transfer_human,transfer_human,1,,,,,,,0.97,1832,,,,,,,generated,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.97}",0,2931,113,3044
发到人工处理吧,transfer_human,transfer_human,1,,,,,,,0.96,3880,,,,,,,generated,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.96}",0,2930,232,3162
早上好,chat,chat,1,,,,,,,0.99,1586,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.99}",0,2927,112,3039
忙吗,chat,chat,1,,,,,,,0.95,3074,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2927,225,3152
ofr 是什么,chat,chat,1,,,,,,,0.97,1818,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.97}",0,2929,98,3027
T+0 啥意思,chat,chat,1,,,,,,,0.98,1695,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2930,123,3053
200012 最近怎么走,chat,chat,1,,,,,,,0.95,1819,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2931,105,3036
今天债市行情,chat,chat,1,,,,,,,0.95,1826,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2929,104,3033
你们加多少点,chat,chat,1,,,,,,,0.95,2128,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2929,95,3024
有什么券能报价,chat,chat,1,,,,,,,0.97,2223,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.97}",0,2929,126,3055
报价单整理好了没,chat,chat,1,,,,,,,0.92,3751,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.92}",0,2930,279,3209
这报价不行啊,chat,chat,1,,,,,,,0.97,2091,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.97}",0,2929,83,3012
给个建议,chat,chat,1,,,,,,,0.88,2068,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.88}",0,2928,101,3029
哪个好,chat,chat,1,,,,,,,0.9,1752,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.9}",0,2927,98,3025
ofr,chat,chat,1,,,,,,,0.92,2272,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.92}",0,2927,126,3053
