text,gold_label,pred_intent,correct,gold_order_status,pred_order_status,order_status_correct,gold_cancel_scope,pred_cancel_scope,cancel_scope_correct,confidence,latency_ms,error,bond_code,direction,price,amount,settle_date,source,raw_output
查询进行中订单,bond_query,bond_query,1,all,pending,0,,,,0.96,1972,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.96}"
帮我看看还有没有没成交的订单,bond_query,bond_query,1,pending,pending,1,,,,0.95,3811,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.95}"
在挂订单有哪些,bond_query,bond_query,1,pending,pending,1,,,,0.96,2492,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.96}"
成了的订单有哪些,bond_query,bond_query,1,completed,completed,1,,,,0.95,3780,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.95}"
bid在挂有哪些单？,bond_query,bond_query,1,pending,pending,1,,,,0.94,4473,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.94}"
ofr在挂有哪些单？,bond_query,bond_query,1,pending,pending,1,,,,0.92,2780,,,ofr,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":""ofr"",""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.92}"
请汇总今天已完成的订单,bond_query,bond_query,1,completed,completed,1,,,,0.95,2261,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.95}"
交易汇总,bond_query,bond_query,1,all,all,1,,,,0.85,3876,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.85}"
汇总交易,bond_query,bond_query,1,all,all,1,,,,0.9,2224,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.90}"
交易情况,bond_query,bond_query,1,all,all,1,,,,0.93,3585,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.93}"
交易状态,bond_query,bond_query,1,all,all,1,,,,0.8,3997,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.8}"
买入/卖出操作是否执行,bond_query,bond_query,1,all,all,1,,,,0.88,2353,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.88}"
今天成交了多少,bond_query,bond_query,1,completed,completed,1,,,,0.9,2446,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.9}"
成了多少单,bond_query,bond_query,1,completed,completed,1,,,,0.95,3348,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.95}"
交易怎么样,bond_query,bond_query,1,all,all,1,,,,0.85,2271,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.85}"
之前的操作/订单/交易都好了吗,bond_query,bond_query,1,all,all,1,,,,0.88,6899,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.88}"
交易顺利吗,bond_query,bond_query,1,all,all,1,,,,0.95,2198,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.95}"
成交记录,bond_query,bond_query,1,completed,completed,1,,,,0.95,1550,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.95}"
交易记录,bond_query,bond_query,1,all,completed,0,,,,0.94,2395,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.94}"
交易/订单明细,bond_query,bond_query,1,all,all,1,,,,0.94,1733,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.94}"
查询交易/交易查询,bond_query,bond_query,1,all,all,1,,,,0.95,2012,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.95}"
修改发XX请求,transfer_human,transfer_human,1,,,,,,,0.97,2539,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.97}"
改为发XX请求,transfer_human,transfer_human,1,,,,,,,0.96,3365,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.96}"
更改发XX请求,transfer_human,transfer_human,1,,,,,,,0.95,2492,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}"
发我请求（需识别客户身份）,transfer_human,transfer_human,1,,,,,,,0.99,3811,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.99}"
发XX请求,transfer_human,chat,0,,,,,,,0.82,5293,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.82}"
请求对象需要改一下,transfer_human,transfer_human,1,,,,,,,0.95,2788,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}"
改一下请求对象,transfer_human,transfer_human,1,,,,,,,0.98,1762,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}"
更改请求对象,transfer_human,transfer_human,1,,,,,,,0.96,1758,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.96}"
修改请求对象,transfer_human,transfer_human,1,,,,,,,0.98,4402,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}"
更换请求对象,transfer_human,transfer_human,1,,,,,,,0.96,2152,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.96}"
请求对象有问题,transfer_human,transfer_human,1,,,,,,,0.96,2213,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.96}"
能改请求对象吗,transfer_human,transfer_human,1,,,,,,,0.96,2868,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.96}"
人工,transfer_human,transfer_human,1,,,,,,,0.98,2052,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}"
客服,transfer_human,transfer_human,1,,,,,,,0.99,2414,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.99}"
转人工,transfer_human,transfer_human,1,,,,,,,0.98,1495,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}"
人工客服,transfer_human,transfer_human,1,,,,,,,0.99,2273,,,,,,,excel,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.99}"
Bid 200012.IB 8000万 2.88 今+1,bond_inquiry,bond_inquiry,1,,,,,,,0.98,3994,,200012.IB,bid,2.88,8000万,今+1,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""200012.IB"",""direction"":""bid"",""price"":""2.88"",""amount"":""8000万"",""settle_date"":""今+1"",""order_status"":null,""cancel_scope"":null},""confidence"":0.98}"
ofr 240205 6000万 2.31 T+0,bond_inquiry,bond_inquiry,1,,,,,,,0.98,3114,,240205,ofr,2.31,6000万,T+0,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""240205"",""direction"":""ofr"",""price"":""2.31"",""amount"":""6000万"",""settle_date"":""T+0"",""order_status"":null,""cancel_scope"":null},""confidence"":0.98}"
卖 230026.IB 5亿 2.55 后天交割,bond_inquiry,bond_inquiry,1,,,,,,,0,2234,,230026.IB,,2.55,5亿,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""230026.IB"",""direction"":null,""price"":""2.55"",""amount"":""5亿"",""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.0}"
2.65 bid 190015 2000万,bond_inquiry,bond_inquiry,1,,,,,,,0.98,2584,,190015,bid,2.65,2000万,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""190015"",""direction"":""bid"",""price"":""2.65"",""amount"":""2000万"",""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}"
bid 200012.IB 8000万,bond_inquiry,bond_inquiry,1,,,,,,,0.95,3135,,200012.IB,bid,,8000万,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""200012.IB"",""direction"":""bid"",""price"":null,""amount"":""8000万"",""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}"
240205 ofr 2.31,bond_inquiry,bond_inquiry,1,,,,,,,0.95,2011,,240205,ofr,2.31,,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""240205"",""direction"":""ofr"",""price"":""2.31"",""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}"
买点 230026 3亿,bond_inquiry,bond_inquiry,1,,,,,,,0.95,2662,,230026,bid,,3亿,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""230026"",""direction"":""bid"",""amount"":""3亿"",""price"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}"
把我的单都撤了,bond_inquiry,bond_inquiry,1,,,,all,all,1,0.98,1638,,,,,,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""all""},""confidence"":0.98}"
撤销全部挂单,bond_inquiry,bond_inquiry,1,,,,all,all,1,0.98,2329,,,,,,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""all""},""confidence"":0.98}"
ref 200012.IB,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.98,2071,,200012.IB,,,,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""200012.IB"",""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""specified""},""confidence"":0.98}"
ref ofr 6000万,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.96,2435,,,ofr,,6000万,,generated,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":""ofr"",""price"":null,""amount"":""6000万"",""settle_date"":null,""order_status"":null,""cancel_scope"":""specified""},""confidence"":0.96}"
我的单都什么情况,bond_query,bond_query,1,all,all,1,,,,0.95,1740,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.95}"
今天交易做得如何,bond_query,bond_query,1,all,all,1,,,,0.9,2345,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.9}"
我的操作都还顺吗,bond_query,bond_query,1,all,all,1,,,,0.95,3396,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.95}"
有哪些还挂着没成,bond_query,bond_query,1,pending,pending,1,,,,0.96,2343,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.96}"
没成交的还剩几个,bond_query,bond_query,1,pending,pending,1,,,,0.95,3472,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.95}"
在挂的有几单,bond_query,bond_query,1,pending,pending,1,,,,0.95,1756,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""pending"",""cancel_scope"":null},""confidence"":0.95}"
成了的有哪几笔,bond_query,bond_query,1,completed,completed,1,,,,0.95,2746,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.95}"
今天撮合成功多少,bond_query,bond_query,1,completed,completed,1,,,,0.94,7863,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.94}"
已经成交的单,bond_query,bond_query,1,completed,completed,1,,,,0.95,2708,,,,,,,generated,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.95}"
帮我选两只5年期地方债,bond_selection,bond_selection,1,,,,,,,0.95,2148,,,,,,,generated,"{""intent"":""bond_selection"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}"
推荐几只流动性好的国开债,bond_selection,bond_selection,1,,,,,,,0.95,1727,,,,,,,generated,"{""intent"":""bond_selection"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}"
筛一下收益率3以上的信用债,bond_selection,bond_selection,1,,,,,,,0.88,1725,,,,,,,generated,"{""intent"":""bond_selection"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.88}"
接通人工,transfer_human,transfer_human,1,,,,,,,0.98,2125,,,,,,,generated,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}"
我想找客服,transfer_human,transfer_human,1,,,,,,,0.97,2046,,,,,,,generated,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.97}"
把请求改一下接收方,transfer_human,transfer_human,1,,,,,,,0.95,2846,,,,,,,generated,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}"
发到人工处理吧,transfer_human,transfer_human,1,,,,,,,0.93,1919,,,,,,,generated,"{""intent"":""transfer_human"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.93}"
早上好,chat,chat,1,,,,,,,1,1539,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":1.0}"
忙吗,chat,chat,1,,,,,,,0.98,1822,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}"
ofr 是什么,chat,chat,1,,,,,,,0.93,2541,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.93}"
T+0 啥意思,chat,chat,1,,,,,,,0.95,3778,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}"
200012 最近怎么走,chat,chat,1,,,,,,,0.95,5095,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}"
今天债市行情,chat,chat,1,,,,,,,0.95,2331,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}"
你们加多少点,chat,chat,1,,,,,,,0.95,4185,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}"
有什么券能报价,chat,chat,1,,,,,,,0.95,2394,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}"
报价单整理好了没,chat,chat,1,,,,,,,0.91,4289,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.91}"
这报价不行啊,chat,chat,1,,,,,,,0.95,1864,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}"
给个建议,chat,chat,1,,,,,,,0.85,2817,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.85}"
哪个好,chat,chat,1,,,,,,,0.85,2092,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.85}"
ofr,chat,chat,1,,,,,,,0.91,1856,,,,,,,generated,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.91}"
